booking_id,passenger_id,flight_row_id,booking_date,status,seat_number,passport_number,total_amount,payment_count,multiple_payment_attempts,flight_id,airline,source,destination,departure_time,arrival_time,duration_minutes,is_overnight,is_duration_anomaly,first_name,last_name,age,gender,booking_lead_time_days
B1178,P1324,151.0,2026-02-05 11:37:36.951,CONFIRMED,34E,0e2f11d40ecb3e76d3a30cb8174630196db9fa74b29d965c3c8ef71b6e435a70,0.0,1.0,False,6F034,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,56.0,False,False,Saanvi,N***,30,F,74.01116608796296
B1179,P1639,180.0,2025-10-03 11:37:36.951,CONFIRMED,33D,70e7a5fb17d65d4fb88119cc1c6da0833d2cb160b6b1e78bda5c91285567fd66,10619.52,3.0,True,SJ078,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,188.0,False,False,Diya,M***,15,M,198.9194994212963
B1180,P1306,171.0,2026-04-10 11:37:36.951,PENDING,22F,a64c6645c82fe4ffc23ec6ea7c130e8367d6bd70ecd25f18b56ece385196170e,,,,AI240,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,147.0,False,False,Shaurya,V***,54,F,9.945888344907408
B1181,P1533,204.0,2026-03-29 11:37:36.951,CANCELLED,12E,77e39000ffec842565748bc0508ebb84d541dc0722f76377dd6bde1b643994db,,,,SJ002,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,286.0,False,False,Aditya,V***,49,F,21.84519386574074
B1182,P1727,186.0,2025-08-11 11:37:36.951,CANCELLED,3A,4b02215cb1568771014a68abffbcd6ec51fe62d69e4298f13f6527b168e8faa6,9005.88,1.0,False,AI044,UNKNOWN,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,False,False,Aadhya,d***,34,M,251.8931105324074
B1183,P1618,202.0,2025-06-22 11:37:36.951,CANCELLED,8C,86829e1ac6a1acf36d7da0fd603c944f246c12f0f24d15eff3f3fe36cfd572f4,,,,UK076,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,263.0,False,False,Ishaan,S***,38,F,301.8514438773148
B1184,P1108,168.0,2025-08-01 11:37:36.951,PENDING,28E,62190f4d1de67f08bf3ff0998afd6f4621df5a0e70262d6aafac5cd78318e105,,,,6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,103.0,False,False,Ishaan,K***,8,M,261.9597772337963
B1185,P1371,196.0,2025-08-16 11:37:36.951,CANCELLED,25E,287a4af8dd539be3c956e8e81df69800906e485061ff034901f29aaacc2faaec,13080.31,1.0,False,SJ228,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,227.0,False,False,Diya,J***,8,M,246.8694994560185
B1186,P1356,155.0,2026-04-04 11:37:36.951,CONFIRMED,1B,d05484ef6ee594fd089629328a74779f1792600441d472b34cb8c2c77ce1debe,,,,SJ074,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,41.0,False,False,Ananya,R***,48,F,15.98894386574074
B1187,P1180,206.0,2025-08-04 11:37:36.951,PENDING,7F,e41475699a6d3c201ad9db963898e75e8fbd8213261b8c894406d9c6e94c7e78,6625.76,1.0,False,UK229,UNKNOWN,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,257.0,False,False,Anika,G***,9,F,258.8354716782407
B1188,P1355,192.0,2026-04-04 11:37:36.951,CONFIRMED,6A,7a099f39ae7927f371494f99bfb4b5fcb2bf45de0b3224616ecb26e74db6675a,,,,AI208,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,194.0,False,False,Ishaan,I***,43,F,15.875749444444445
B1189,P1675,165.0,2025-11-23 11:37:36.951,CONFIRMED,14F,1e0b58e9054391e824729c00bd9a72ed93c6016a23b0072fbd154e99ee2f65a2,,,,AI019,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,62.0,False,False,Myra,D***,6,F,147.96672164351853
B1190,P1067,208.0,2025-05-23 11:37:36.951,PENDING,12B,fb4608a3ca51111db2f3dcfb274b8330443f1146ecbc7da52f6b4eea2896fb78,,,,6F029,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,254.0,False,False,Reyansh,P***,6,F,331.8292216435185
B1191,P1291,162.0,2025-04-27 11:37:36.951,CONFIRMED,25B,667823d76db39ff394497f42abbbda47df86d5f594f022706be101b6cda79e54,,,,6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,46.0,False,False,Anika,V***,48,M,357.9722771990741
B1192,P1691,184.0,2025-06-23 11:37:36.951,CANCELLED,7D,6fc5ff2593b645cd9d045c7fc5f7d08cab180cd780a34ee4b0520d666f14cd9c,0.0,1.0,False,AI059,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,False,False,Vivaan,A***,26,M,300.9021383101852
B1193,P1180,182.0,2025-05-22 11:37:36.951,PENDING,13D,afa5b00ae8c19c0b068862b335350ef61024325ff0b31108358e43d01852aa0b,,,,AI159,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,133.0,False,False,Anika,G***,9,F,332.90699944444447
B1194,P1465,172.0,2025-07-11 11:37:36.951,CONFIRMED,14F,21772342d60b2d2012e4b6962542c080e1ca1487037d6b8239896ed6cb6b76c3,,,,6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,86.0,False,False,Vivaan,C***,24,M,282.9396383217592
B1195,P1433,169.0,2025-07-20 11:37:36.951,CANCELLED,10B,7a5de755198c824b76ea8202754ee9c71c41497cb1622c9709856ffcc2c531e9,19224.28,2.0,True,6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,60.00496666666666,False,False,Reyansh,N***,22,F,273.9563049884259
B1196,P1463,179.0,2026-01-15 11:37:36.951,CANCELLED,20C,410a1643c227b32811dc1f1054358bb88c2f6a08f88628e7abb23199a9c11964,,,,UK170,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,110.0,False,False,Vivaan,G***,4,F,94.92019388888889
B1197,P1680,166.0,2025-05-19 11:37:36.951,CONFIRMED,2E,b4308a23ef27362101f51341aeca9c05d744a1b4da95a3b8c228ec1a5108bb39,8876.86,1.0,False,UK212,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,45.0,False,False,Ira,I***,66,M,335.96463834490737
B1198,P1913,203.0,2025-06-16 11:37:36.951,INVALID,29A,e443111bff25ce9e1730151bb67a108c4270ef5a155aa4970a4253ed7c3ef7be,1830.32,1.0,False,SJ022,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,191.0,False,False,Ananya,N***,66,F,307.84658275462965
B1199,P1533,181.0,2025-12-13 11:37:36.951,PENDING,30E,e44d23e29f0e31c6ae6853ad5afc49a40854067ae095e5b2893409474990366b,13499.52,2.0,True,SJ075,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,97.0,False,False,Aditya,V***,49,F,127.90908275462964
B1200,P1065,218.0,2025-09-17 11:37:36.951,CONFIRMED,16B,d5b06c9879e936525d55e9d22dd1e877f5ae1cd005dce516184b8a85d1cf10b3,30813.57,3.0,True,UK177,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,269.0,False,False,Ishaan,K***,4,F,214.78061055555557
B1201,P1020,221.0,2026-02-01 11:37:36.951,CANCELLED,3A,3e29f2cb2f8234e9a7756ff746a2123fb275da166d8c30cd10af66676551361e,7338.75,1.0,False,UK206,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,273.0,False,False,Ananya,K***,60,M,77.76672166666667
B1202,P1611,212.0,2025-04-29 11:37:36.951,CANCELLED,29C,69fda9e79160beb599b6b5c9715e63fe520f6ee51068c37a6a40169c60e40e31,1973.12,1.0,False,UK079,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,231.0,False,False,Sai,B***,3,F,355.79588832175926
B1203,P1383,185.0,2025-06-21 11:37:36.951,CONFIRMED,3B,0a16a9bbb8a5b9ee36598ca89c4cd865d579b853dcfdd46a5bee787bf3b038ed,12774.63,1.0,False,UK040,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,77.0,False,False,Arjun,N***,25,M,302.90144386574076
B1204,P1811,223.0,2025-07-25 11:37:36.951,CONFIRMED,30A,814d6c12e4912cffb6a2df504af504a16c6f9de1434f921402e798e7b56717ff,14106.07,1.0,False,AI034,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,False,Muhammad, ***,12,F,268.75769386574075
B1205,P1614,211.0,2025-10-18 11:37:36.951,CONFIRMED,23F,ee04af9da49bffa256b08ef986c1d0b2af336bd8323613a185905965f9b898c7,10452.65,1.0,False,UK034,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,204.0,False,False,Aarav,R***,63,F,183.79866608796297
B1206,P1558,217.0,2025-07-02 11:37:36.951,CONFIRMED,13A,92b485c38fbce3d1a40af3b43d935b3b727791be8875f8e28cacc868d0aad180,,,,AI088,UNKNOWN,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,False,Diya,J***,39,M,291.78963832175924
B1207,P1038,219.0,2025-06-11 11:37:36.951,PENDING,26A,469b6ab25310994bf9eb7db6513f5f6d565bddd4dd41830fa75da066a1966a5c,10823.99,1.0,False,AI128,UNKNOWN,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,236.0,False,False,Ira,P***,55,M,312.77088832175923
B1208,P1284,199.0,2025-07-22 11:37:36.951,INVALID,9A,95582300eb4865acd045e42dcbb693cc823d40303b6cd1c0a55f441b75b79acd,22071.57,2.0,True,SJ052,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,97.0,False,False,Vivaan,M***,61,M,271.8632494212963
B1209,P1821,200.0,2025-12-15 11:37:36.951,PENDING,3A,d4b8065ae6c579acd7c338d72e51095dd9715a3f625eb019d57072ac1e28a3e1,10307.2,1.0,False,AI233,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,108.0,False,False,Aadhya,P***,86,M,125.85213834490742
B1210,P1601,224.0,2026-01-20 11:37:36.951,PENDING,3C,4c431f72d5d04d2f7eb54b9bcfd055d7a838af448282727ad5f98a15a7bf9bd8,,,,AI012,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,False,Krishna,N***,39,M,89.75491608796297
B1211,P1596,195.0,2025-07-07 11:37:36.951,CONFIRMED,34A,023ae20162c2f3178bd4afd815c1f6538d442639481ec353e661efa23d9a8066,,,,AI084,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,False,False,Vivaan,D***,61,M,286.87088832175925
B1212,P1784,198.0,2025-07-08 11:37:36.951,PENDING,34B,3af066e17c571ac5b0bfece9ea56058e0524ed72ad0ba644da1b790c696e6716,8421.62,1.0,False,6F126,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,78.0,False,False,Ira,K***,55,F,285.8639438773148
B1213,P1335,214.0,2025-06-16 11:37:36.951,CONFIRMED,2E,6de19bcd15edd069bf30647a26e17387ce2b95d756451c3a86d97c0f59593e54,,,,SJ061,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,177.0,False,False,Aadhya,P***,87,F,307.792416087963
B1214,P1187,197.0,2025-08-14 11:37:36.951,UNKNOWN,23B,c88d65fea3680e5f9d1f71ed7ed3d9f186af7c4cfedadf768ea8c93a57f2c25f,,,,UK194,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,60.00495,False,False,Aditya,D***,59,F,248.8674161111111
B1215,P1670,213.0,2025-08-08 11:37:36.951,CANCELLED,28C,a4ccb4cebf51d991d78c8cf77077e243f5155e04690a07d20d8b8b3c6c1d09ae,11951.15,2.0,True,AI135,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,161.0,False,False,Aarav,B***,77,M,254.7938049884259
B1216,P1242,194.0,2025-12-09 11:37:36.951,CONFIRMED,10A,9e7c2e3450410e8a398b07b4ab3cd22eb4a90d3c7f309250034def2619afce0d,19165.81,3.0,True,6F238,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,False,False,Ishaan,N***,82,M,131.8708883449074
B1217,P1072,191.0,2026-03-19 11:37:36.951,CANCELLED,32C,6dc3d57d8ab76aa9d73c5f9badbce0d740d7308ab94ec1c650c31d41547f0b33,,,,6F092,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,36.0,False,False,Krishna,B***,18,M,31.876443877314816
B1218,P1478,201.0,2025-11-13 11:37:36.951,PENDING,2D,f1b8efb28ccf874abcceafa0c060b1597785842c7a2da8e94f1b35b149a1da81,,,,AI213,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,71.0,False,False,Myra,K***,43,M,157.8514438888889
B1219,P1973,190.0,2026-02-15 11:37:36.951,CANCELLED,1B,e6f7c7df80fc633fa4ac30338eff62f929800f2643569257433955042331a89f,,,,UK193,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,35.0,False,False,Kavya,M***,40,F,63.87644388888889
B1220,P1560,230.0,2026-04-04 11:37:36.951,PENDING,29C,2a111245db330168e7329b3680eda2702026242b1d14da346a34b2292688f555,11075.72,1.0,False,6F178,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0,False,False,Muhammad,J***,5,M,15.716027222222223
B1221,P1100,220.0,2026-03-06 11:37:36.951,CONFIRMED,19D,43dd69fe388e42171af5ac09ef66076abd3c2e1cad609508618bc88ed4902104,18797.11,2.0,True,AI158,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,177.0,False,False,Muhammad,J***,9,M,44.768805
B1222,P1513,243.0,2026-03-30 11:37:36.951,PENDING,8A,b36b5e62db340ae2441a54ace93d3fb457e313ef26b5f4f1db594ea6912ab2cd,,,,UK208,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0,False,False,Myra,K***,36,M,20.678527233796295
B1223,P1755,209.0,2026-04-09 11:37:36.951,UNKNOWN,15A,102bf3cf727cb98767a5fd7b0a2795fb68b856bfe71a490945a40be3d72f0134,1794.08,1.0,False,6F056,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,109.0,False,False,Reyansh,V***,79,M,10.80769386574074
B1224,P1175,207.0,2025-10-26 11:37:36.951,CONFIRMED,1E,52bb409870cf2f6bd7eeab38acdd21f5ba9684edbf010194a59e84f28bc5802d,,,,UK185,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,77.0,False,False,Muhammad,M***,77,F,175.82922166666668
B1225,P1237,205.0,2026-01-13 11:37:36.951,PENDING,4D,6c2608bc4b6a8e04f0ba56e37e4d68cd55501b8b2ce1161d64b39ec8019b6b96,3894.65,2.0,True,AI163,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,61.0,False,False,Ishaan,K***,71,F,96.83894388888889
B1226,P1909,232.0,2025-08-23 11:37:36.951,CONFIRMED,15C,7c9b8796ace1872c7799723a905197a51d319c92391649ae6457f017208fbe45,8968.11,1.0,False,AI112,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0,False,False,Ananya,C***,6,M,239.71116609953702
B1227,P1058,235.0,2025-10-23 11:37:36.951,CANCELLED,12A,53d5b02c4ececebc0679f0567c73dc3ceb5871e6097d281812cc3fb18698caa4,0.0,1.0,False,AI227,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0,False,False,Diya,M***,8,F,178.70422166666668
B1228,P1864,226.0,2026-04-17 11:37:36.951,CONFIRMED,29D,5cea9f976a13567d82650e259a45fe934c19447efee2dc6a69b5f0ab77cc26b3,11716.58,2.0,True,SJ083,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,184.0,False,False,Anika,S***,84,M,2.733388321759259
B1229,P1098,239.0,2026-02-07 11:37:36.951,CONFIRMED,13F,e7d8dac664c7741b9af68ab674ae2bde534a8e5d4effcd52866422b42d8eab7b,,,,UK073,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0,False,False,Reyansh,C***,89,F,71.68199943287037
B1230,P1953,247.0,2025-04-29 11:37:36.951,PENDING,6C,c07e950faded43375baf567f1e65af499ac3566a42c06d8daaa40dbec2432a46,4531.77,1.0,False,6F169,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0,False,False,Kavya,I***,73,F,355.6597772222222
B1231,P1870,238.0,2026-04-06 11:37:36.951,CANCELLED,27D,56faa0947b399988d74a3593596fbf7402db998ca43e14fd6831bad1cb659498,11556.42,2.0,True,UK154,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0,False,False,Reyansh,P***,86,F,13.68269388888889
B1232,P1953,255.0,2025-10-06 11:37:36.951,CONFIRMED,32F,01707546bff7edec03c00172018ff1957511e12f110ca6db1d04aa8adb589f2a,,,,SJ169,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0,False,False,Kavya,I***,73,F,195.64797166666668
B1233,P1494,252.0,2025-05-13 11:37:36.951,CANCELLED,5F,bb896c0cbe48a46d20eb8be711a12e37cef6612cf4602106e44c0cc7eda92858,1617.29,1.0,False,6F187,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,False,Krishna,C***,81,F,341.6542216666667
B1234,P1946,216.0,2025-11-21 11:37:36.951,CANCELLED,33A,39097a96fd52f1ab575064b84aea1a1cf7d1f292f1a1f0a78a3ff315753ac594,7984.22,1.0,False,UK210,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,55.0,False,False,Aditya,M***,2,M,149.79033278935185
B1236,P1513,210.0,2025-07-05 11:37:36.951,CONFIRMED,25A,271679179d225d9003b9302fdba69f47c23566780d5e4f906ea5203eb24d005e,,,,AI062,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,False,Myra,K***,36,M,288.80005497685187
B1237,P1754,215.0,2025-11-16 11:37:36.951,UNKNOWN,15B,121b9f591e6061df87f87d4d26b0ad0cccc70d64b7807a15ac348256b4da8d3c,,,,AI047,UNKNOWN,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,False,Arjun,G***,30,M,154.79102719907408
B1238,P1296,227.0,2025-10-20 11:37:36.951,UNKNOWN,8E,ad635b7764298da4a1ba1517a21fe4c375f57ac073e34ff7e32a508c29f6a51f,3231.46,1.0,False,SJ186,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0,False,False,Aarav,J***,17,F,181.73199944444445
B1239,P1210,229.0,2025-11-17 11:37:36.951,CANCELLED,30A,bfcfa5d90de2ed500ae6db328dbf58f7f9eeeca47def190af8fcb2f37471d9ce,8821.9,1.0,False,AI217,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0,False,False,Saanvi,S***,32,F,153.72227722222223
B1240,P1122,233.0,2025-12-31 11:37:36.951,CONFIRMED,17A,cba42f3eeb784d654c1b82b776ab102f87a52844746981a5aa8b795658b60481,12241.53,1.0,False,UK100,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0,False,False,Ananya,V***,23,M,109.71047165509259
B1241,P1228,254.0,2025-12-16 11:37:36.951,CONFIRMED,10A,3908b31871d0dc99ce6c5c6f9400b196be23f1b17da44490dce921d0e5c19530,0.0,1.0,False,UK116,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0,False,False,Anika,I***,80,F,124.65352721064815
B1242,P1593,269.0,2025-12-01 11:37:36.951,CANCELLED,26C,35124f879d9bdc9c7bd6151647e05e93c1e68285744adc7d56ac67bf6490e180,,,,6F036,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0,False,False,Myra,I***,70,F,139.60908275462964
B1243,P1655,256.0,2026-01-22 11:37:36.951,CANCELLED,29E,f01fed20d615bfb1395af50e6501d30d5cd0f5c31654a5bfb892674c9ab720ba,,,,AI175,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0,False,False,Aditya,S***,8,M,87.64658277777778
B1244,P1387,242.0,2025-08-18 11:37:36.951,CONFIRMED,27D,a096da9604312585bae2f16bbe292163cc231001d4421ea0cea2460cbd47a7a5,4953.56,1.0,False,UK051,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0,False,False,Anika,S***,22,F,244.67922164351853
B1245,P1139,270.0,2026-04-17 11:37:36.951,UNKNOWN,26A,158444325e6a5961f2b246310e9967f157aed4d5f6f173c85ec59324eaeab8ca,3162.91,1.0,False,6F201,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,False,Aarav,A***,15,F,2.6056105555555558
B1246,P1540,246.0,2026-04-09 11:37:36.951,CONFIRMED,33B,0da0daebff36ffa79c7e6d9d18e839fa46452b26d7320921cccc19ce880ae953,11516.06,1.0,False,6F230,IndiGo,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,False,Kavya,K***,28,F,10.664638344907408
B1247,P1390,222.0,2025-08-13 11:37:36.951,CANCELLED,15F,29e7e007c93225f8a5e240d0f8789e31feb99b80da4984f106dc3f9120f385e1,7658.69,1.0,False,SJ138,UNKNOWN,BLR,BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,48.0,False,False,Aarav,M***,86,F,249.7625549884259
B1248,P1269,251.0,2026-03-04 11:37:36.951,PENDING,16B,983f6a394bfa18dcd892074686c0d0998d7359181eec8494c72a92c740c5eb48,,,,AI246,Air India,BOM,BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0,False,False,Aarav,V***,33,M,46.65630501157408
B1249,P1758,265.0,2025-06-06 11:37:36.951,CANCELLED,26B,48fd39716a1b09b8013a46ceee6df87753fe3f7cd028a2fc90ffbe4e1a3db18a,5024.44,2.0,True,6F179,IndiGo,HYD,MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0,False,False,Shaurya,A***,52,M,317.61672166666665
B1250,P1011,273.0,2026-01-28 11:37:36.951,CANCELLED,16F,b05acaaa26ffe2cfd7f1540caa0b6cdd669041bcf7a9f7627542d2d867b18fbd,6497.92,1.0,False,6F031,IndiGo,BOM,BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0,False,False,Sara,N***,3,M,81.5993605324074
B1251,P1866,231.0,2025-08-30 11:37:36.951,PENDING,29A,ad3874deb14adcb7c55ed1ad0275141741910c25688c46c97e917ec4ba13363d,6952.65,1.0,False,UK015,Vistara,BLR,BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0,False,False,Ishaan,G***,68,F,232.7146383101852
B1252,P1388,228.0,2025-04-21 11:37:36.951,CANCELLED,27C,72295d408d5005a6471d7caa3ffddf7d7edc3a2e630f954b96b54754cfebe6f8,1480.08,1.0,False,UK001,Vistara,CCU,DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0,False,False,Reyansh,D***,58,M,363.7285271875
B1253,P1336,234.0,2026-02-27 11:37:36.951,CANCELLED,15E,ea593d2c3b9d9ab76a4a702e2105a747d3f773561532472e36e3624ba948299f,16182.17,2.0,True,6F133,IndiGo,MAA,BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0,False,False,Arjun,I***,33,M,51.70908276620371
B1254,P1505,271.0,2025-07-22 11:37:36.951,CANCELLED,5D,47682f6856f8cd6f968a693fc5b4f7174f44f40b7efa11d9c3525e9edd080630,0.0,1.0,False,6F143,IndiGo,CCU,DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0,False,False,Myra,M***,89,F,271.60561054398147
B1255,P1105,274.0,2025-09-22 11:37:36.951,CANCELLED,23F,219bef4831f829eba13ef950bb31040d50925853855124b6e147fdeaff799216,1412.67,1.0,False,UK165,Vistara,DEL,BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0,False,False,Muhammad,S***,63,F,209.59311055555557
B1256,P1031,225.0,2025-08-10 11:37:36.951,CANCELLED,22B,48493a1e456195504efc37245c15adf5e014422138e19c6a152b175b89eae6e8,2040.64,1.0,False,6F083,IndiGo,BLR,DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,39.0,False,False,Shaurya,P***,80,M,252.74102721064813
B1257,P1073,253.0,2025-08-19 11:37:36.951,CANCELLED,11C,b9d993e38146c100a794784374ec2e297cb1fb852088bf82b1e08c3f4743f23c,13028.65,1.0,False,AI082,Air India,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,False,Ananya,P***,44,M,243.65422165509258
B1258,P1170,240.0,2025-10-28 11:37:36.951,CANCELLED,21F,d42f09f610f9243a5d615f5ae0bc93909893393f65af728b03bb56c0d655891a,,,,AI164,Air India,DEL,BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0,False,False,Aditya,M***,89,F,173.68061055555555
B1259,P1848,287.0,2026-01-19 11:37:36.951,CANCELLED,31F,4b77e15ca9a67f1445ad49750ca3e95e4f953556307d6a8d2b3f2d0bc4e30c70,12805.67,1.0,False,SJ155,SpiceJet,DEL,CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0,False,False,Kavya,R***,23,M,90.54241609953704
B1260,P1068,245.0,2026-01-04 11:37:36.951,CANCELLED,1D,4523ef270407c19e4f086d29234321e612e68c190279f639f1bc790d54d08b88,16293.859999999999,3.0,True,AI189,Air India,CCU,DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0,False,False,Sai,B***,54,M,105.67158277777779
B1261,P1812,268.0,2025-12-21 11:37:36.951,CONFIRMED,34A,8b12b9b6c47a74bc099d5cab1ebfa24bb47dc6dbe718b757ec605d61bb733c95,,,,SJ057,SpiceJet,BOM,CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0,False,False,Muhammad,P***,46,F,119.61116608796296
B1262,P1361,285.0,2025-05-07 11:37:36.951,CONFIRMED,16F,93b683f45f63e7161753160421b56aa7818051e3b9e39b57e6491af9e3694512,10619.2,2.0,True,SJ198,SpiceJet,CCU,BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0,False,False,Anika,P***,25,F,347.5486661111111
B1263,P1648,275.0,2026-01-03 11:37:36.951,CANCELLED,6C,363b9fb8fce1194f32f7ea4f43e23e713f3724b8f21ec8408afde36934413c25,12480.9,2.0,True,6F122,IndiGo,DEL,BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0,False,False,Arjun,A***,12,M,106.58824943287037
