booking_id,passenger_id,flight_row_id,booking_date,status,seat_number,passport_number,total_amount,payment_count,multiple_payment_attempts
B1158,P1497,156.0,2025-07-20 11:37:36.951,CONFIRMED,22A,02e620d5c290a3973a601298568b6fac9d0b54195fa66d36239fbe832769df0e,14265.47,1.0,False
B1159,P1628,164.0,2025-12-10 11:37:36.951,PENDING,22F,37f83968179dbd01c8c89f7be02004ad23b8f340c09cb6db33eebf02ff651f20,16962.75,3.0,True
B1160,P1675,140.0,2025-11-21 11:37:36.951,CANCELLED,29A,f60d6ae35bcbee280b4cff2229c6adce3485684bfb6e4c0c24199828eedf76de,5267.38,1.0,False
B1161,P1799,143.0,2025-11-14 11:37:36.951,CONFIRMED,12A,704cb660916331780a62ebf82fb4b42443fb7a7e9f58766f5a2701b26882e382,24640.24,3.0,True
B1162,P1027,167.0,2025-04-22 11:37:36.951,INVALID,32D,7614e3e997090be59e36a917966f25b688fe14b638671237f36ed217ce8fc864,,,
B1163,P1332,177.0,2025-11-10 11:37:36.951,CANCELLED,13D,c4d3ee9b910c5e48e3a17c0f495f1eeadb7925899a36633b28b7b65a63621a11,,,
B1164,P1000,189.0,2025-04-24 11:37:36.951,CONFIRMED,24A,fbd36eb2eaea50ed0e5863fca6b487802ade1eb478dd9919c77eed3a3c758223,2684.77,1.0,False
B1165,P1187,170.0,2025-08-20 11:37:36.951,CANCELLED,2F,7e1e2b1f17b8b4b57068ef1c98c58d068086b448c2fd9d1e8280472a6f331730,43097.990000000005,4.0,True
B1166,P1055,175.0,2026-01-23 11:37:36.951,CONFIRMED,34D,afd59be446e44c9a4e522bfbaaa8d523bab389aa0059e280f1820d599fa3eeb0,5530.81,1.0,False
B1167,P1546,161.0,2026-02-02 11:37:36.951,CANCELLED,9F,25c9918012ccad8a3386a7166e4e66401571fae8ff949e2322ce8b2e090a195a,27299.79,3.0,True
B1168,P1111,183.0,2025-10-14 11:37:36.951,CANCELLED,11C,b2a4552d3e133305abe236cc941605a71e3705ac6264183724fd14221a09efeb,5435.83,1.0,False
B1169,P1797,187.0,2025-11-15 11:37:36.951,CONFIRMED,11E,ed1edafa73bc76f891088b2d9e70ddda8ce18a10c69c4c5a1b0892c6084d1a24,3795.6,1.0,False
B1170,P1309,160.0,2025-09-14 11:37:36.951,PENDING,15E,b89fef1bedb516d1e80082fd5e7ed0797e74168ed7a3341750db3498b4637b4e,,,
B1171,P1035,178.0,2025-09-19 11:37:36.951,CANCELLED,21A,5587d350cca62364308403b46323688c7ff3a9051b2c90c1f4a05acab620d65f,23311.04,3.0,True
B1172,P1438,173.0,2026-01-17 11:37:36.951,CONFIRMED,8F,c4cd72969b5315c5d119557109775cc6fbd411dc34a29bda0f7174e981fe2ed3,25477.4,3.0,True
B1173,P1728,145.0,2025-06-01 11:37:36.951,CANCELLED,22E,2826a2e130e92edeb0bf8b4e98da6c75b987e022b74e670c5fae9d5affaf3044,0.0,1.0,False
B1174,P1591,176.0,2026-04-12 11:37:36.951,CANCELLED,19D,29e92ad39b5d6a5cf51948e1b57fe41074ecc0d65935624f7105e39f154db768,0.0,1.0,False
B1175,P1825,153.0,2026-01-29 11:37:36.951,PENDING,27D,466c0cb9c65667489de2ed27cbfad00f77dcca37315db91e7d1797018c8015d3,10654.9,1.0,False
B1176,P1594,188.0,2025-04-17 11:37:36.951,CANCELLED,7C,25b0176f8e2de949f4e17ebf1bbe2e6e1c61da8fe1212e880fa6a46da33e72ad,,,
B1177,P1576,193.0,2025-07-29 11:37:36.951,CANCELLED,34D,1faa946c34da555ba823e261f3cba33578d947a9f17e966ef0889e3cbbdf8c89,12412.89,1.0,False
B1178,P1324,151.0,2026-02-05 11:37:36.951,CONFIRMED,34E,0e2f11d40ecb3e76d3a30cb8174630196db9fa74b29d965c3c8ef71b6e435a70,0.0,1.0,False
B1179,P1639,180.0,2025-10-03 11:37:36.951,CONFIRMED,33D,70e7a5fb17d65d4fb88119cc1c6da0833d2cb160b6b1e78bda5c91285567fd66,10619.52,3.0,True
B1180,P1306,171.0,2026-04-10 11:37:36.951,PENDING,22F,a64c6645c82fe4ffc23ec6ea7c130e8367d6bd70ecd25f18b56ece385196170e,,,
B1181,P1533,204.0,2026-03-29 11:37:36.951,CANCELLED,12E,77e39000ffec842565748bc0508ebb84d541dc0722f76377dd6bde1b643994db,,,
B1182,P1727,186.0,2025-08-11 11:37:36.951,CANCELLED,3A,4b02215cb1568771014a68abffbcd6ec51fe62d69e4298f13f6527b168e8faa6,9005.88,1.0,False
B1183,P1618,202.0,2025-06-22 11:37:36.951,CANCELLED,8C,86829e1ac6a1acf36d7da0fd603c944f246c12f0f24d15eff3f3fe36cfd572f4,,,
B1184,P1108,168.0,2025-08-01 11:37:36.951,PENDING,28E,62190f4d1de67f08bf3ff0998afd6f4621df5a0e70262d6aafac5cd78318e105,,,
B1185,P1371,196.0,2025-08-16 11:37:36.951,CANCELLED,25E,287a4af8dd539be3c956e8e81df69800906e485061ff034901f29aaacc2faaec,13080.31,1.0,False
B1186,P1356,155.0,2026-04-04 11:37:36.951,CONFIRMED,1B,d05484ef6ee594fd089629328a74779f1792600441d472b34cb8c2c77ce1debe,,,
B1187,P1180,206.0,2025-08-04 11:37:36.951,PENDING,7F,e41475699a6d3c201ad9db963898e75e8fbd8213261b8c894406d9c6e94c7e78,6625.76,1.0,False
B1188,P1355,192.0,2026-04-04 11:37:36.951,CONFIRMED,6A,7a099f39ae7927f371494f99bfb4b5fcb2bf45de0b3224616ecb26e74db6675a,,,
B1189,P1675,165.0,2025-11-23 11:37:36.951,CONFIRMED,14F,1e0b58e9054391e824729c00bd9a72ed93c6016a23b0072fbd154e99ee2f65a2,,,
B1190,P1067,208.0,2025-05-23 11:37:36.951,PENDING,12B,fb4608a3ca51111db2f3dcfb274b8330443f1146ecbc7da52f6b4eea2896fb78,,,
B1191,P1291,162.0,2025-04-27 11:37:36.951,CONFIRMED,25B,667823d76db39ff394497f42abbbda47df86d5f594f022706be101b6cda79e54,,,
B1192,P1691,184.0,2025-06-23 11:37:36.951,CANCELLED,7D,6fc5ff2593b645cd9d045c7fc5f7d08cab180cd780a34ee4b0520d666f14cd9c,0.0,1.0,False
B1193,P1180,182.0,2025-05-22 11:37:36.951,PENDING,13D,afa5b00ae8c19c0b068862b335350ef61024325ff0b31108358e43d01852aa0b,,,
B1194,P1465,172.0,2025-07-11 11:37:36.951,CONFIRMED,14F,21772342d60b2d2012e4b6962542c080e1ca1487037d6b8239896ed6cb6b76c3,,,
B1195,P1433,169.0,2025-07-20 11:37:36.951,CANCELLED,10B,7a5de755198c824b76ea8202754ee9c71c41497cb1622c9709856ffcc2c531e9,19224.28,2.0,True
B1196,P1463,179.0,2026-01-15 11:37:36.951,CANCELLED,20C,410a1643c227b32811dc1f1054358bb88c2f6a08f88628e7abb23199a9c11964,,,
B1197,P1680,166.0,2025-05-19 11:37:36.951,CONFIRMED,2E,b4308a23ef27362101f51341aeca9c05d744a1b4da95a3b8c228ec1a5108bb39,8876.86,1.0,False
B1198,P1913,203.0,2025-06-16 11:37:36.951,INVALID,29A,e443111bff25ce9e1730151bb67a108c4270ef5a155aa4970a4253ed7c3ef7be,1830.32,1.0,False
B1199,P1533,181.0,2025-12-13 11:37:36.951,PENDING,30E,e44d23e29f0e31c6ae6853ad5afc49a40854067ae095e5b2893409474990366b,13499.52,2.0,True
B1200,P1065,218.0,2025-09-17 11:37:36.951,CONFIRMED,16B,d5b06c9879e936525d55e9d22dd1e877f5ae1cd005dce516184b8a85d1cf10b3,30813.57,3.0,True
B1201,P1020,221.0,2026-02-01 11:37:36.951,CANCELLED,3A,3e29f2cb2f8234e9a7756ff746a2123fb275da166d8c30cd10af66676551361e,7338.75,1.0,False
B1202,P1611,212.0,2025-04-29 11:37:36.951,CANCELLED,29C,69fda9e79160beb599b6b5c9715e63fe520f6ee51068c37a6a40169c60e40e31,1973.12,1.0,False
B1203,P1383,185.0,2025-06-21 11:37:36.951,CONFIRMED,3B,0a16a9bbb8a5b9ee36598ca89c4cd865d579b853dcfdd46a5bee787bf3b038ed,12774.63,1.0,False
B1204,P1811,223.0,2025-07-25 11:37:36.951,CONFIRMED,30A,814d6c12e4912cffb6a2df504af504a16c6f9de1434f921402e798e7b56717ff,14106.07,1.0,False
B1205,P1614,211.0,2025-10-18 11:37:36.951,CONFIRMED,23F,ee04af9da49bffa256b08ef986c1d0b2af336bd8323613a185905965f9b898c7,10452.65,1.0,False
B1206,P1558,217.0,2025-07-02 11:37:36.951,CONFIRMED,13A,92b485c38fbce3d1a40af3b43d935b3b727791be8875f8e28cacc868d0aad180,,,
B1207,P1038,219.0,2025-06-11 11:37:36.951,PENDING,26A,469b6ab25310994bf9eb7db6513f5f6d565bddd4dd41830fa75da066a1966a5c,10823.99,1.0,False
B1208,P1284,199.0,2025-07-22 11:37:36.951,INVALID,9A,95582300eb4865acd045e42dcbb693cc823d40303b6cd1c0a55f441b75b79acd,22071.57,2.0,True
B1209,P1821,200.0,2025-12-15 11:37:36.951,PENDING,3A,d4b8065ae6c579acd7c338d72e51095dd9715a3f625eb019d57072ac1e28a3e1,10307.2,1.0,False
B1210,P1601,224.0,2026-01-20 11:37:36.951,PENDING,3C,4c431f72d5d04d2f7eb54b9bcfd055d7a838af448282727ad5f98a15a7bf9bd8,,,
B1211,P1596,195.0,2025-07-07 11:37:36.951,CONFIRMED,34A,023ae20162c2f3178bd4afd815c1f6538d442639481ec353e661efa23d9a8066,,,
B1212,P1784,198.0,2025-07-08 11:37:36.951,PENDING,34B,3af066e17c571ac5b0bfece9ea56058e0524ed72ad0ba644da1b790c696e6716,8421.62,1.0,False
B1213,P1335,214.0,2025-06-16 11:37:36.951,CONFIRMED,2E,6de19bcd15edd069bf30647a26e17387ce2b95d756451c3a86d97c0f59593e54,,,
B1214,P1187,197.0,2025-08-14 11:37:36.951,UNKNOWN,23B,c88d65fea3680e5f9d1f71ed7ed3d9f186af7c4cfedadf768ea8c93a57f2c25f,,,
B1215,P1670,213.0,2025-08-08 11:37:36.951,CANCELLED,28C,a4ccb4cebf51d991d78c8cf77077e243f5155e04690a07d20d8b8b3c6c1d09ae,11951.15,2.0,True
B1216,P1242,194.0,2025-12-09 11:37:36.951,CONFIRMED,10A,9e7c2e3450410e8a398b07b4ab3cd22eb4a90d3c7f309250034def2619afce0d,19165.81,3.0,True
B1217,P1072,191.0,2026-03-19 11:37:36.951,CANCELLED,32C,6dc3d57d8ab76aa9d73c5f9badbce0d740d7308ab94ec1c650c31d41547f0b33,,,
B1218,P1478,201.0,2025-11-13 11:37:36.951,PENDING,2D,f1b8efb28ccf874abcceafa0c060b1597785842c7a2da8e94f1b35b149a1da81,,,
B1219,P1973,190.0,2026-02-15 11:37:36.951,CANCELLED,1B,e6f7c7df80fc633fa4ac30338eff62f929800f2643569257433955042331a89f,,,
B1220,P1560,230.0,2026-04-04 11:37:36.951,PENDING,29C,2a111245db330168e7329b3680eda2702026242b1d14da346a34b2292688f555,11075.72,1.0,False
B1221,P1100,220.0,2026-03-06 11:37:36.951,CONFIRMED,19D,43dd69fe388e42171af5ac09ef66076abd3c2e1cad609508618bc88ed4902104,18797.11,2.0,True
B1222,P1513,243.0,2026-03-30 11:37:36.951,PENDING,8A,b36b5e62db340ae2441a54ace93d3fb457e313ef26b5f4f1db594ea6912ab2cd,,,
B1223,P1755,209.0,2026-04-09 11:37:36.951,UNKNOWN,15A,102bf3cf727cb98767a5fd7b0a2795fb68b856bfe71a490945a40be3d72f0134,1794.08,1.0,False
B1224,P1175,207.0,2025-10-26 11:37:36.951,CONFIRMED,1E,52bb409870cf2f6bd7eeab38acdd21f5ba9684edbf010194a59e84f28bc5802d,,,
B1225,P1237,205.0,2026-01-13 11:37:36.951,PENDING,4D,6c2608bc4b6a8e04f0ba56e37e4d68cd55501b8b2ce1161d64b39ec8019b6b96,3894.65,2.0,True
B1226,P1909,232.0,2025-08-23 11:37:36.951,CONFIRMED,15C,7c9b8796ace1872c7799723a905197a51d319c92391649ae6457f017208fbe45,8968.11,1.0,False
B1227,P1058,235.0,2025-10-23 11:37:36.951,CANCELLED,12A,53d5b02c4ececebc0679f0567c73dc3ceb5871e6097d281812cc3fb18698caa4,0.0,1.0,False
B1228,P1864,226.0,2026-04-17 11:37:36.951,CONFIRMED,29D,5cea9f976a13567d82650e259a45fe934c19447efee2dc6a69b5f0ab77cc26b3,11716.58,2.0,True
B1229,P1098,239.0,2026-02-07 11:37:36.951,CONFIRMED,13F,e7d8dac664c7741b9af68ab674ae2bde534a8e5d4effcd52866422b42d8eab7b,,,
B1230,P1953,247.0,2025-04-29 11:37:36.951,PENDING,6C,c07e950faded43375baf567f1e65af499ac3566a42c06d8daaa40dbec2432a46,4531.77,1.0,False
B1231,P1870,238.0,2026-04-06 11:37:36.951,CANCELLED,27D,56faa0947b399988d74a3593596fbf7402db998ca43e14fd6831bad1cb659498,11556.42,2.0,True
B1232,P1953,255.0,2025-10-06 11:37:36.951,CONFIRMED,32F,01707546bff7edec03c00172018ff1957511e12f110ca6db1d04aa8adb589f2a,,,
B1233,P1494,252.0,2025-05-13 11:37:36.951,CANCELLED,5F,bb896c0cbe48a46d20eb8be711a12e37cef6612cf4602106e44c0cc7eda92858,1617.29,1.0,False
B1234,P1946,216.0,2025-11-21 11:37:36.951,CANCELLED,33A,39097a96fd52f1ab575064b84aea1a1cf7d1f292f1a1f0a78a3ff315753ac594,7984.22,1.0,False
B1236,P1513,210.0,2025-07-05 11:37:36.951,CONFIRMED,25A,271679179d225d9003b9302fdba69f47c23566780d5e4f906ea5203eb24d005e,,,
B1237,P1754,215.0,2025-11-16 11:37:36.951,UNKNOWN,15B,121b9f591e6061df87f87d4d26b0ad0cccc70d64b7807a15ac348256b4da8d3c,,,
B1238,P1296,227.0,2025-10-20 11:37:36.951,UNKNOWN,8E,ad635b7764298da4a1ba1517a21fe4c375f57ac073e34ff7e32a508c29f6a51f,3231.46,1.0,False
B1239,P1210,229.0,2025-11-17 11:37:36.951,CANCELLED,30A,bfcfa5d90de2ed500ae6db328dbf58f7f9eeeca47def190af8fcb2f37471d9ce,8821.9,1.0,False
B1240,P1122,233.0,2025-12-31 11:37:36.951,CONFIRMED,17A,cba42f3eeb784d654c1b82b776ab102f87a52844746981a5aa8b795658b60481,12241.53,1.0,False
B1241,P1228,254.0,2025-12-16 11:37:36.951,CONFIRMED,10A,3908b31871d0dc99ce6c5c6f9400b196be23f1b17da44490dce921d0e5c19530,0.0,1.0,False
B1242,P1593,269.0,2025-12-01 11:37:36.951,CANCELLED,26C,35124f879d9bdc9c7bd6151647e05e93c1e68285744adc7d56ac67bf6490e180,,,
B1243,P1655,256.0,2026-01-22 11:37:36.951,CANCELLED,29E,f01fed20d615bfb1395af50e6501d30d5cd0f5c31654a5bfb892674c9ab720ba,,,
B1244,P1387,242.0,2025-08-18 11:37:36.951,CONFIRMED,27D,a096da9604312585bae2f16bbe292163cc231001d4421ea0cea2460cbd47a7a5,4953.56,1.0,False
B1245,P1139,270.0,2026-04-17 11:37:36.951,UNKNOWN,26A,158444325e6a5961f2b246310e9967f157aed4d5f6f173c85ec59324eaeab8ca,3162.91,1.0,False
B1246,P1540,246.0,2026-04-09 11:37:36.951,CONFIRMED,33B,0da0daebff36ffa79c7e6d9d18e839fa46452b26d7320921cccc19ce880ae953,11516.06,1.0,False
B1247,P1390,222.0,2025-08-13 11:37:36.951,CANCELLED,15F,29e7e007c93225f8a5e240d0f8789e31feb99b80da4984f106dc3f9120f385e1,7658.69,1.0,False
B1248,P1269,251.0,2026-03-04 11:37:36.951,PENDING,16B,983f6a394bfa18dcd892074686c0d0998d7359181eec8494c72a92c740c5eb48,,,
B1249,P1758,265.0,2025-06-06 11:37:36.951,CANCELLED,26B,48fd39716a1b09b8013a46ceee6df87753fe3f7cd028a2fc90ffbe4e1a3db18a,5024.44,2.0,True
B1250,P1011,273.0,2026-01-28 11:37:36.951,CANCELLED,16F,b05acaaa26ffe2cfd7f1540caa0b6cdd669041bcf7a9f7627542d2d867b18fbd,6497.92,1.0,False
B1251,P1866,231.0,2025-08-30 11:37:36.951,PENDING,29A,ad3874deb14adcb7c55ed1ad0275141741910c25688c46c97e917ec4ba13363d,6952.65,1.0,False
B1252,P1388,228.0,2025-04-21 11:37:36.951,CANCELLED,27C,72295d408d5005a6471d7caa3ffddf7d7edc3a2e630f954b96b54754cfebe6f8,1480.08,1.0,False
B1253,P1336,234.0,2026-02-27 11:37:36.951,CANCELLED,15E,ea593d2c3b9d9ab76a4a702e2105a747d3f773561532472e36e3624ba948299f,16182.17,2.0,True
B1254,P1505,271.0,2025-07-22 11:37:36.951,CANCELLED,5D,47682f6856f8cd6f968a693fc5b4f7174f44f40b7efa11d9c3525e9edd080630,0.0,1.0,False
B1255,P1105,274.0,2025-09-22 11:37:36.951,CANCELLED,23F,219bef4831f829eba13ef950bb31040d50925853855124b6e147fdeaff799216,1412.67,1.0,False
B1256,P1031,225.0,2025-08-10 11:37:36.951,CANCELLED,22B,48493a1e456195504efc37245c15adf5e014422138e19c6a152b175b89eae6e8,2040.64,1.0,False
B1257,P1073,253.0,2025-08-19 11:37:36.951,CANCELLED,11C,b9d993e38146c100a794784374ec2e297cb1fb852088bf82b1e08c3f4743f23c,13028.65,1.0,False
B1258,P1170,240.0,2025-10-28 11:37:36.951,CANCELLED,21F,d42f09f610f9243a5d615f5ae0bc93909893393f65af728b03bb56c0d655891a,,,
B1259,P1848,287.0,2026-01-19 11:37:36.951,CANCELLED,31F,4b77e15ca9a67f1445ad49750ca3e95e4f953556307d6a8d2b3f2d0bc4e30c70,12805.67,1.0,False
B1260,P1068,245.0,2026-01-04 11:37:36.951,CANCELLED,1D,4523ef270407c19e4f086d29234321e612e68c190279f639f1bc790d54d08b88,16293.859999999999,3.0,True
B1261,P1812,268.0,2025-12-21 11:37:36.951,CONFIRMED,34A,8b12b9b6c47a74bc099d5cab1ebfa24bb47dc6dbe718b757ec605d61bb733c95,,,
B1262,P1361,285.0,2025-05-07 11:37:36.951,CONFIRMED,16F,93b683f45f63e7161753160421b56aa7818051e3b9e39b57e6491af9e3694512,10619.2,2.0,True
B1263,P1648,275.0,2026-01-03 11:37:36.951,CANCELLED,6C,363b9fb8fce1194f32f7ea4f43e23e713f3724b8f21ec8408afde36934413c25,12480.9,2.0,True
B1264,P1432,263.0,2026-04-15 11:37:36.951,CONFIRMED,12A,d2eaa1f0d671e6fe921ad536c4ac241d35c79cd91442d83e8012f0dc3d9402cb,8599.61,2.0,True
B1265,P1928,237.0,2025-08-06 11:37:36.951,PENDING,28F,9042ffc6235420bc16844f9582e7d5fdc82f072ba166f1db543ce1b1c8521315,,,
B1266,P1995,236.0,2026-01-16 11:37:36.951,CONFIRMED,27F,73908b01d924b10c68b3844ae60834c81ea6cb86ca144d7cad49b075d3f4c45b,14431.32,1.0,False
B1267,P1099,248.0,2025-05-21 11:37:36.951,CANCELLED,32A,eb44b7a5311fd8e71596b4925d7e6fbc8df8a35a38634283e5f8d904b1699a60,16308.98,2.0,True
B1268,P1657,290.0,2026-01-16 11:37:36.951,INVALID,12A,3cff8374d208d71751698ccb6dc8b34774088e29be8970311727463ad5ef5538,13289.27,1.0,False
B1269,P1008,277.0,2025-09-06 11:37:36.951,CONFIRMED,4C,8739a392d975ad68d40e3505b336a8ecac430bc2aed3b5b6348321f6de0d3703,21299.7,2.0,True
B1270,P1573,259.0,2025-06-02 11:37:36.951,UNKNOWN,22E,5cfcbbb44314e2ad5a8778bdb200f9fb146db654372473549fb07012ee96d3cd,,,
B1271,P1696,266.0,2025-10-20 11:37:36.951,PENDING,28B,d8ba4d5d252f7b48c9bd83043b496aeaac83a708891e7ebdf750da7ddc68d280,12211.33,1.0,False
B1272,P1028,262.0,2025-07-18 11:37:36.951,PENDING,19A,640500d978ddaa98d31fb112c1563d1f47258c81e6d0d7a162ac0537fecdd92e,30432.86,4.0,True
B1273,P1892,244.0,2025-06-05 11:37:36.951,UNKNOWN,28B,069b2c7abe450ba5f6ba863da4de7bb0be1c05c94659d3fdafc3737d63063116,9142.12,2.0,True
B1274,P1113,241.0,2025-10-15 11:37:36.951,PENDING,20D,df9df1cea85fc191751add8bf025303f021ea73c73043298127f23ad838899e5,8582.34,1.0,False
B1275,P1461,291.0,2025-07-11 11:37:36.951,PENDING,18F,d7881e02ec5c14d4da7f2f97908c12ffbf840118b6daed488ed58ba998da7649,,,
B1276,P1920,272.0,2025-07-15 11:37:36.951,CONFIRMED,1A,00e170dec3f39461ba6e53903b1a87e14b35bb0045d7c7ee93433766342ea30c,9396.07,1.0,False
B1277,P1142,261.0,2026-01-19 11:37:36.951,PENDING,12E,142f5cb76d1edde195fade290aba8156708b312316962f5d0a3e56055eeb8f84,,,
B1278,P1389,258.0,2025-08-09 11:37:36.951,CONFIRMED,5B,0003f77c12cdd762db1e56e7388f6e55d4f470dde0fd0fff165f6a225af5a1d8,,,
B1279,P1631,289.0,2025-05-10 11:37:36.951,UNKNOWN,28C,4190b8c35d5ceac4714eb7bccae04e43d3117777859b9a066afa24d4ab7a358b,5467.05,1.0,False
B1280,P1681,281.0,2026-04-12 11:37:36.951,CONFIRMED,33B,217ef94d41a61ab6813b69152cfbd41bc74aa4cc0f5b43bf31084b9f90a8aae0,,,
B1281,P1156,284.0,2026-01-21 11:37:36.951,CANCELLED,4A,348a1a78e838501bc087d402690b132808681aa324a4061ba1ad587aa40a0dd4,4413.8,1.0,False
B1282,P1334,276.0,2025-12-30 11:37:36.951,CANCELLED,8B,d81e45c4922a75eafd7cccd66cf3090d7395e6f2428eba05c09fa39f4d4db8c3,,,
B1283,P1860,249.0,2025-05-08 11:37:36.951,INVALID,29D,9ab4808a0aee5a554d381ff56321cbe1de32ec0d2bdb07d711686286906705a0,8606.06,2.0,True
B1284,P1259,280.0,2026-02-22 11:37:36.951,CANCELLED,25F,d6f10f5ff45f64005c91a2e9d84f106266c47ff2cc49ee2dad080dec2fd6ed92,12706.73,2.0,True
B1285,P1081,260.0,2026-03-26 11:37:36.951,CANCELLED,25B,1b57d26efecdc40edf4402903798fb8de4dd784962f81b55d7a5e48c0844f02e,1207.32,1.0,False
B1286,P1753,293.0,2025-09-25 11:37:36.951,INVALID,33B,59f5bf71fe37d7561f05eb4b1a9af6972df9e68eec49fa180acea12cfe16281d,,,
B1287,P1440,257.0,2025-12-13 11:37:36.951,CANCELLED,5F,665cda5ea3706bcc0ca32c7d2959902df3591c2456a0ff3e6ae508fec1030cf5,22303.69,2.0,True
B1288,P1944,283.0,2025-12-11 11:37:36.951,PENDING,18C,0a453657a8991145cbe32f1f76df08a0570cd50e031b17bc2b44db73088651e9,9254.89,2.0,True
B1289,P1171,264.0,2026-03-23 11:37:36.951,PENDING,24F,912e5deff48e328c894dab139ca72303380d8f75d8abc97c7ea9ab4a724ad764,12016.99,2.0,True
B1290,P1230,292.0,2025-07-26 11:37:36.951,CANCELLED,16F,959dbab753b9827301f1f2199c20e783c7bc6b510be6fe3ba0958148ad357305,13471.57,1.0,False
B1291,P1719,286.0,2026-04-01 11:37:36.951,PENDING,28E,b64d80e52b6b05a4821654bf5a15b4a93a383119bf62b33e4f092198d3f2e4c2,4129.39,1.0,False
B1292,P1074,308.0,2025-08-03 11:37:36.951,CONFIRMED,7C,ef61e9a15b7fa058cdcb16caf7ab9720db6601182780d4a470deaa62dfd33d02,22109.52,2.0,True
B1293,P1269,279.0,2025-08-31 11:37:36.951,CONFIRMED,25F,aa7a8ba3800b824b2eb32963e014c1d07ca3ed3bb053694f00c0346839f9afc8,6227.3,1.0,False
B1295,P1625,316.0,2025-12-29 11:37:36.951,CANCELLED,14B,0c9373278df71e25bf24ca7c6fd8aa868a1ccd4a6329eff914ab1a0ff2ed3c0c,,,
B1296,P1061,282.0,2025-12-23 11:37:36.951,CANCELLED,1B,691c9626fab47ae57ab071d8836c3b5a4a7af7aa16dbd9a3fda00141fcaca533,,,
B1297,P1873,288.0,2026-01-23 11:37:36.951,PENDING,8A,a7e1c411aee0eef48fe48259fe764e4575082ba99893ff74767304d64e620479,,,
B1298,P1319,302.0,2026-01-02 11:37:36.951,PENDING,6C,f5d1b416901ecc2a9cdb5e41a18fcda3ee8437851598045b096bfbe27b9b0960,,,
B1299,P1101,309.0,2025-09-11 11:37:36.951,CONFIRMED,16F,9f205c3059639765c686d642af0473c9001920ac1a10ca06540adcc82316106c,8842.93,1.0,False
B1300,P1428,298.0,2025-06-14 11:37:36.951,PENDING,21C,4437ed6e1810562f1a485ad92f698682f821d62d6043b85e437cd2282f90f5e2,,,
B1301,P1873,278.0,2025-09-03 11:37:36.951,CONFIRMED,12A,71fc6b978e64cb415c70d1f09318dfa5c0b84000abbd268c193bd4a0e84dbfef,14671.03,1.0,False
B1302,P1721,312.0,2025-12-27 11:37:36.951,PENDING,3D,9d5ca609c2e118896874c0c7e485fe65402a293b9d0fb96d90373167bdd925db,24221.91,3.0,True
B1303,P1953,303.0,2025-12-13 11:37:36.951,CONFIRMED,20A,7ed0701a6a9964e4905cd1f4a5aaca561163bfb34a90732f52fa37c55867e48e,19672.949999999997,2.0,True
B1304,P1254,317.0,2025-12-13 11:37:36.951,INVALID,18E,d24807292258b02955c494b16a77288609e896f2fcd4234b34d83792de4a2abf,,,
B1305,P1531,305.0,2025-09-28 11:37:36.951,PENDING,13C,49ba46c5e75f0440225e3c35ed0823e9274a56a9f43842994b566dde445a8538,13844.39,1.0,False
B1306,P1569,300.0,2025-12-01 11:37:36.951,CONFIRMED,30A,9b40efdd02edca7473aeb886cba65ea6c74fdb2aa98b60f806a7f3228783e7ab,9753.04,1.0,False
B1307,P1111,314.0,2026-01-26 11:37:36.951,PENDING,32E,51c9538f633e0462ab84a7ea98c14e614540d1630ae6d2df61a0acde5151bcc6,26271.33,2.0,True
B1308,P1984,295.0,2025-07-22 11:37:36.951,CANCELLED,30D,497a0fa9fba2d1280cfd2f12fad59b7eb54d3afbc35d5a64bc3ed8b7aef3af7d,21710.67,2.0,True
B1309,P1312,294.0,2025-05-06 11:37:36.951,CONFIRMED,30F,e43563330de40c32ef1c68480d5ee3251c5c9779ca1e8928a7b73db04744be15,,,
B1310,P1997,323.0,2025-08-20 11:37:36.951,PENDING,5D,d73e460424314a38bc3d9e1ba275bba74adee5f58c8deab42c832668a923a90f,7370.22,1.0,False
B1311,P1460,329.0,2025-11-16 11:37:36.951,PENDING,9D,24a2dd5953d1fa34355527aeb0dd35d470d1060340cab5f2971e3030ef9f0439,,,
B1312,P1707,299.0,2026-03-29 11:37:36.951,UNKNOWN,6E,c4d086169a7507466fa9a0170c1ef43a998d39e8bc6fa17768c7bf6cf40a8d9d,,,
B1313,P1886,315.0,2025-05-16 11:37:36.951,CANCELLED,33E,38525d5c1f8ae9daa42012c12652dcdf4d63630a0d58eba63bc665b7a221160f,,,
B1314,P1461,297.0,2025-04-28 11:37:36.951,CONFIRMED,19C,cdb6154d11533ac954c23a4d154796979cc4a5b7d60f91520abc6f594fba8d88,7529.51,2.0,True
B1315,P1864,318.0,2026-03-26 11:37:36.951,PENDING,9C,20f9a1e0516eaf24a765a21919da90f20aad47b46ace74e6d5be7b7da9415a4c,,,
B1316,P1091,310.0,2026-01-06 11:37:36.951,PENDING,27C,67689abdb8d7f1671df44d1c1b2335d3702407f3630fca8e1a76cdb3bf7b81db,11302.63,1.0,False
B1317,P1051,306.0,2026-02-24 11:37:36.951,CANCELLED,21F,b47a852f240a516728aaaeb14873a2927205700d95c4da048247e39dd0f1cc34,33282.71,3.0,True
B1318,P1804,306.0,2025-05-23 11:37:36.951,CANCELLED,29B,15967d729aecdf5d62e44a8158776aa5f8ecf737f558e9b1d19e37c85d2c2c46,4594.77,1.0,False
